,False Positive,True Positive
0,0.0,0.0
1,6.211565935772408e-05,0.0
2,0.00024846263743089634,0.0
3,0.00024846263743089634,0.0007849293563579278
4,0.0003726939561463445,0.0007849293563579278
5,0.0003726939561463445,0.0015698587127158557
6,0.0004348096155040686,0.0015698587127158557
7,0.0004348096155040686,0.002354788069073783
8,0.0006832722529349649,0.002354788069073783
9,0.0006832722529349649,0.0031397174254317113
10,0.001490775824585378,0.0031397174254317113
11,0.0017392384620162744,0.0031397174254317113
12,0.0021119324181626186,0.0031397174254317113
13,0.0021119324181626186,0.003924646781789639
14,0.002360395055593515,0.003924646781789639
15,0.002360395055593515,0.004709576138147566
16,0.0024225107149512394,0.004709576138147566
17,0.0024225107149512394,0.005494505494505495
18,0.0026088576930244113,0.005494505494505495
19,0.0026088576930244113,0.007849293563579277
20,0.0026709733523821357,0.007849293563579277
21,0.0026709733523821357,0.01020408163265306
22,0.002919435989813032,0.01020408163265306
23,0.002919435989813032,0.01098901098901099
24,0.0031678986272439284,0.01098901098901099
25,0.0031678986272439284,0.011773940345368918
26,0.0032921299459593763,0.011773940345368918
27,0.0032921299459593763,0.012558869701726845
28,0.0035405925833902727,0.012558869701726845
29,0.003726939561463445,0.012558869701726845
30,0.004037517858252065,0.012558869701726845
31,0.004099633517609789,0.0141287284144427
32,0.004161749176967514,0.0141287284144427
33,0.004161749176967514,0.014913657770800628
34,0.00441021181439841,0.014913657770800628
35,0.004534443133113858,0.014913657770800628
36,0.005528293682837443,0.014913657770800628
37,0.005528293682837443,0.015698587127158554
38,0.00577675632026834,0.015698587127158554
39,0.005900987638983788,0.015698587127158554
40,0.005963103298341512,0.015698587127158554
41,0.006149450276414684,0.015698587127158554
42,0.006273681595130132,0.015698587127158554
43,0.00639791291384558,0.015698587127158554
44,0.0068327225293496495,0.016483516483516484
45,0.006956953848065097,0.016483516483516484
46,0.0076402261010000624,0.01726844583987441
47,0.007702341760357786,0.01726844583987441
48,0.007888688738430958,0.01726844583987441
49,0.007950804397788683,0.01805337519623234
50,0.008137151375861854,0.01805337519623234
51,0.008385614013292752,0.01805337519623234
52,0.008758307969439095,0.01805337519623234
53,0.009255233244300888,0.01805337519623234
54,0.009317348903658613,0.01805337519623234
55,0.009503695881731784,0.01805337519623234
56,0.009690042859804958,0.01805337519623234
57,0.010373315112739923,0.019623233908948195
58,0.010559662090813094,0.019623233908948195
59,0.010683893409528543,0.019623233908948195
60,0.010870240387601714,0.019623233908948195
61,0.01111870302503261,0.019623233908948195
62,0.011180818684390335,0.019623233908948195
63,0.011367165662463508,0.019623233908948195
64,0.011491396981178955,0.019623233908948195
65,0.011615628299894404,0.019623233908948195
66,0.011926206596683024,0.019623233908948195
67,0.015280452202000125,0.019623233908948195
68,0.015280452202000125,0.02119309262166405
69,0.015404683520715572,0.02119309262166405
70,0.015404683520715572,0.02197802197802198
71,0.01552891483943102,0.02197802197802198
72,0.01552891483943102,0.022762951334379906
73,0.015715261817504194,0.022762951334379906
74,0.015715261817504194,0.023547880690737835
75,0.016212187092365986,0.023547880690737835
76,0.016212187092365986,0.02433281004709576
